minutes from start  mmol/L
424.812	4.6293
441.6541	4.6552
448.8722	4.4483
459.6992	4.2155
475.3383	4.2414
484.9624	4.5
513.8346	4.4483
523.4586	4.6293
528.2707	4.4224
543.9098	4.3966
552.3308	4.3966
559.5489	4.0862
567.9699	4.319
580	4.4483
586.015	4.319
595.6391	4.4483
611.2782	4.1121
642.5564	4.1379
655.7895	4.1638
665.4135	4.2931
677.4436	4.1638
699.0977	4.1379
705.1128	4.3448
713.5338	4.2672
721.9549	4.4483
736.391	4.3707
749.6241	4.2672
754.4361	4.1121
762.8571	4.4483
778.4962	4.1379
790.5263	4.2672
808.5714	4.319
818.1955	4.1379
824.2105	4.4224
835.0376	4.2155
839.8496	4.5259
848.2707	4.4224
863.9098	4.6034
874.7368	4.6034
878.3459	4.4224
890.3759	4.7328
896.391	5.2241
908.4211	5.7931
915.6391	6.0776
919.2481	6.2328
926.4662	6
932.4812	5.7931
934.8872	5.6379
944.5113	5.7414
951.7293	6.0776
964.9624	5.9741
967.3684	5.4828
970.9774	5.0431
986.6165	5.3017
990.2256	4.9914
998.6466	4.7845
1004.6617	4.4741
1017.8947	4.4483
1028.7218	4.5776
1037.1429	4.3448
1050.3759	4.8621
1060	5.1207
1066.015	5.9224
1080.4511	6.4655
1086.4662	6.6724
1096.0902	6.2069
1104.5113	5.5603
1111.7293	4.8621
1122.5564	4.7586
1130.9774	5.25
1140.6015	5.0431
1157.4436	5.6897
1167.0677	6.1552
1175.4887	6.0517
1181.5038	6.4655
1187.5188	6.3362
1192.3308	6.4397
1203.1579	6.5948
1209.1729	6.181
1216.391	6.3879
1222.406	6.1552
1224.812	6.5948
1234.4361	6.2069
1244.0602	6.2586
1248.8722	5.4052
1257.2932	4.8621
1263.3083	5.0431
1274.1353	4.6552
1293.3835	4.681
1299.3985	4.8879
1309.0226	4.681
1315.0376	4.8879
1323.4586	4.681
1334.2857	4.6552
1337.8947	4.9397
1343.9098	4.6034
1352.3308	4.4741
1360.7519	4.319
1365.5639	4.5517
1383.609	4.5
1395.6391	4.7069
1401.6541	4.5
1406.4662	4.7069
1413.6842	4.4224
1420.9023	4.5776
1430.5263	4.4483
1442.5564	4.5
1452.1805	4.3707
1458.1955	4.5
1465.4135	4.319
1473.8346	4.5517
1478.6466	4.3448
1494.2857	4.3966
1506.3158	4.319
1512.3308	4.6293
1517.1429	4.4224
1531.5789	4.4483
1540	4.5776
1548.4211	4.3966
1555.6391	4.4741
1558.0451	4.2931
1568.8722	4.1638
1582.1053	4.1897
1590.5263	4.1638
1594.1353	4.0603
1600.1504	4.319
1608.5714	4.2931
1616.9925	3.9828
1621.8045	4.1897
1645.8647	4.1121
1660.3008	4.0862
1671.1278	4.5
1684.3609	4.3448
1687.9699	4.5
1703.609	4.0862
1718.0451	4.2414
1725.2632	4.0345
1728.8722	4.2672
1744.5113	4.4224
1749.3233	4.1121
1757.7444	4.4741
1763.7594	4.1638
1776.9925	4.5
1783.0075	4.0345
1791.4286	4.2931
1802.2556	3.931
1808.2707	4.1897
1827.5188	4.2672
1837.1429	4.0603
1839.5489	4.2155
1849.1729	4.1897
1857.594	4.5259
